Number,Name,Description,GeometryType,Latitude,Longitude,Elevation,GeoidOffset
270,So-RoCa11-1/18,,Point,38.22667052,-122.8270036,71.414,-27.647
271,So-RoCa12-1/18,,Point,38.22670218,-122.8269869,71.348,-27.647
301,So-RoCa13-1/24,,Point,38.22785132,-122.8265602,75.641,-27.645
302,So-RoCa14-1/24,,Point,38.22786254,-122.8265268,75.793,-27.645
304,So-RoCa15-1/24,,Point,38.22788882,-122.8265028,75.637,-27.645
313,So-RoCa16-1/24,,Point,38.22804518,-122.8263406,76.234,-27.644
314,So-RoCa17-1/24,,Point,38.22805793,-122.826316,76.526,-27.644
336,So-RoCa18-1/24,,Point,38.2282465,-122.8263204,76.781,-27.644
338,So-RoCa19-1/24,,Point,38.22828879,-122.8263019,76.888,-27.644
163,So-RuUr01-01/18,,Point,38.22655693,-122.8271205,70.511,-27.647
165,So-RuUr02-1/18,,Point,38.226534,-122.8271339,71.226,-27.647
185,So-RuUr03-1/18,,Point,38.22594068,-122.8270764,71.497,-27.648
187,So-RuUr04-1/18,,Point,38.22591398,-122.8270137,71.75,-27.648
189,So-RuUr05-1/18,,Point,38.22589126,-122.8269587,72.266,-27.648
191,So-RuUr06-1/18,,Point,38.22588183,-122.826929,72.119,-27.648
202,So-RuUr07-1/18,,Point,38.2257083,-122.8262474,76.698,-27.648
204,So-RuUr08-1/18,,Point,38.22571017,-122.8262773,76.393,-27.648
206,So-RuUr09-1/18,,Point,38.22572791,-122.8263215,75.964,-27.648
208,So-RuUr10-1/18,,Point,38.22574575,-122.8263623,76.4,-27.648
216,So-RuUr11-1/18,,Point,38.2257718,-122.8264343,75.606,-27.648
217,So-RuUr12-1/18,,Point,38.22578337,-122.8264526,75.48,-27.648
220,So-RuUr13-1/18,,Point,38.22583718,-122.8265449,75.086,-27.648
221,So-RuUr14-1/18,,Point,38.22584157,-122.8265655,75.403,-27.648
224,So-RuUr15-1/18,,Point,38.22583736,-122.8266191,74.628,-27.648
225,So-RuUr16-1/18,,Point,38.22584204,-122.8266374,74.058,-27.648
240,So-RuUr17-1/18,,Point,38.22597683,-122.8270803,71.374,-27.648
245,So-RuUr18-1/18,,Point,38.22601943,-122.8273743,70.614,-27.649
247,So-RuUr19-1/18,,Point,38.22603204,-122.8273482,69.634,-27.649
254,So-RuUr20-1/18,,Point,38.22624729,-122.8272064,71.206,-27.648
259,So-RuUr21-1/18,,Point,38.22627293,-122.827191,70.327,-27.648
286,So-RuUr22-1/18,,Point,38.22741799,-122.8269823,73.432,-27.646
287,So-RuUr23-1/18,,Point,38.22738988,-122.826981,73.406,-27.646
288,So-RuUr24-1/18,,Point,38.22735956,-122.8269796,73.338,-27.646
289,So-RuUr25-1/18,,Point,38.22734801,-122.8269809,73.711,-27.646
297,So-RuUr26-1/24,,Point,38.22782411,-122.8266213,74.752,-27.645
306,So-RuUr27-1/24,,Point,38.22796802,-122.8265774,75.019,-27.644
307,So-RuUr28-1/24,,Point,38.22798242,-122.8265558,75.238,-27.644
342,So-RuUr29-1/24,,Point,38.22686507,-122.827015,71.882,-27.647
343,So-RuUr30-1/24,,Point,38.22685016,-122.827022,72.197,-27.647
134,So-SaSp12,,Point,38.22486765,-122.8282657,67.221,-27.651
135,So-SaSp13,,Point,38.22487656,-122.8282468,67.001,-27.651
136,So-SaSp14,,Point,38.22489179,-122.8282445,67.283,-27.651
137,So-SaSp15,,Point,38.22490594,-122.828224,67.399,-27.651
138,So-SaSp16,,Point,38.22492528,-122.828232,67.669,-27.651
139,So-SaSp17,,Point,38.22509978,-122.8281169,68.346,-27.651
140,So-SaSp18,,Point,38.22511052,-122.8281081,68.016,-27.651
141,So-SaSp19,,Point,38.22512367,-122.8280899,67.204,-27.651
142,So-SaSp20,,Point,38.22514097,-122.8280745,67.789,-27.651
143,So-SaSp21,,Point,38.22514872,-122.8280575,67.824,-27.651
148,So-SaSp22,,Point,38.22572237,-122.8275755,68.985,-27.649
149,So-SaSp23,,Point,38.22570126,-122.8275762,68.944,-27.649
150,So-SaSp24,,Point,38.22569331,-122.8275654,69.03,-27.649
152,So-SaSp25,,Point,38.22686933,-122.8270111,71.241,-27.647
153,So-SaSp26,,Point,38.22684495,-122.8270183,71.097,-27.647
164,So-SaSp27,,Point,38.22654596,-122.8271256,70.677,-27.647
166,So-SaSp28,,Point,38.22652887,-122.8271203,71.525,-27.647
171,So-SaSp29,,Point,38.22621064,-122.8273568,70.589,-27.648
172,So-SaSp30,,Point,38.22619215,-122.8273694,70.525,-27.648
173,So-SaSp31,,Point,38.2261717,-122.8273683,70.226,-27.648
174,So-SaSp32,,Point,38.22615851,-122.8273629,70.281,-27.648
176,So-SaSp33,,Point,38.22604741,-122.8274275,69.641,-27.649
177,So-SaSp34,,Point,38.2260318,-122.8274494,69.792,-27.649
186,So-SaSp35,,Point,38.22594292,-122.8270642,71.122,-27.648
188,So-SaSp36,,Point,38.22591335,-122.8270022,72.35,-27.648
190,So-SaSp37,,Point,38.22587924,-122.8269397,72.25,-27.648
197,So-SaSp38,,Point,38.22568255,-122.8260468,79.484,-27.648
203,So-SaSp39,,Point,38.22571181,-122.8262511,76.937,-27.648
205,So-SaSp40,,Point,38.22572662,-122.8263143,76.245,-27.648
207,So-SaSp41,,Point,38.22574769,-122.8263479,76.581,-27.648
214,So-SaSp42,,Point,38.22576486,-122.8264119,76.334,-27.648
215,So-SaSp43,,Point,38.2257733,-122.8264235,75.741,-27.648
218,So-SaSp44,,Point,38.2258232,-122.8265296,75.499,-27.648
219,So-SaSp45,,Point,38.22583084,-122.8265308,75.344,-27.648
222,So-SaSp46,,Point,38.22583677,-122.8266102,74.768,-27.648
223,So-SaSp47,,Point,38.22584264,-122.8266189,74.763,-27.648
243,So-SaSp48,,Point,38.2260158,-122.8273964,69.413,-27.649
244,So-SaSp49,,Point,38.22602684,-122.8273782,70.637,-27.649
246,So-SaSp50,,Point,38.22603214,-122.827359,69.64,-27.649
248,So-SaSp51,,Point,38.22603183,-122.8273395,69.977,-27.649
249,So-SaSp52,,Point,38.22608688,-122.8273297,69.623,-27.648
255,So-SaSp53,,Point,38.22624943,-122.8272393,70.308,-27.648
256,So-SaSp54,,Point,38.22624917,-122.8272238,70.18,-27.648
257,So-SaSp55,,Point,38.22625931,-122.8272106,70.333,-27.648
258,So-SaSp56,,Point,38.22626937,-122.8272035,70.336,-27.648
260,So-SaSp57,,Point,38.22627878,-122.8271919,70.075,-27.648
261,So-SaSp58,,Point,38.22628746,-122.8271849,69.962,-27.648
263,So-SaSp59,,Point,38.22637109,-122.8271399,69.515,-27.648
264,So-SaSp60,,Point,38.2263893,-122.8271247,70.088,-27.648
265,So-SaSp61,,Point,38.22640702,-122.8271283,69.87,-27.648
268,So-SaSp62,,Point,38.22661399,-122.8270438,71.83,-27.647
269,So-SaSp63,,Point,38.22662457,-122.8270378,71.662,-27.647
298,So-SaSp64,,Point,38.22782505,-122.8266308,74.564,-27.645
299,So-SaSp65,,Point,38.22783304,-122.8266073,74.67,-27.645
300,So-SaSp66,,Point,38.22784709,-122.8265956,75.065,-27.645
315,So-SaSp67,,Point,38.22809114,-122.8263226,75.948,-27.644
319,So-SaSp68,,Point,38.22813546,-122.826285,75.837,-27.644
321,So-SaSp69,,Point,38.22818456,-122.8262586,75.737,-27.644
322,So-SaSp70,,Point,38.22819608,-122.8262472,75.822,-27.644
325,So-SaSp71,,Point,38.22824271,-122.8262429,76.413,-27.644
326,So-SaSp72,,Point,38.22826729,-122.8262413,76.665,-27.644
327,So-SaSp73,,Point,38.22828205,-122.8262412,76.641,-27.644
182,So-SeSe01-1/17,,Point,38.22590479,-122.8272075,70.958,-27.649
183,So-SeSe02-1/17,,Point,38.22594272,-122.8271622,71.334,-27.648
184,So-SeSe03-1/17,,Point,38.22591074,-122.8270822,71.683,-27.648
309,So-SyAl01-1/24,,Point,38.22793029,-122.8264452,76.15,-27.644
310,So-SyAl02-1/24,,Point,38.22797957,-122.8264008,76.248,-27.644
333,So-SyAl03-1/24,,Point,38.2281764,-122.8263736,76.668,-27.644
337,So-SyAl04-1/24,,Point,38.22830797,-122.8263307,77.302,-27.644
340,So-SyAl05-1/24,,Point,38.22835467,-122.8263011,77.592,-27.644
199,So-UmCa04,,Point,38.2257543,-122.8262017,78.098,-27.648
200,So-UmCa05,,Point,38.22579055,-122.8262504,77.8,-27.648
201,So-UmCa06,,Point,38.22574874,-122.8262649,77.693,-27.648
210,So-UmCa07,,Point,38.22577035,-122.8263247,77.451,-27.648
211,So-UmCa08,,Point,38.22581185,-122.8263534,77.325,-27.648
212,So-UmCa09,,Point,38.22580983,-122.8264218,76.819,-27.648
