Number,Name,Description,GeometryType,Latitude,Longitude,Elevation,GeoidOffset,Site,Species,Planting Date,School,Grade
165,So-RuUr02-1/18,NA,Point,38.2265339983333,-122.827133923333,71.226,-27.647,SoMar,RuUr,2024-01-18,Petaluma Jr. High,7
164,So-SaSp27,NA,Point,38.226545955,-122.827125641667,70.677,-27.647,SoMar,SaSp,NA,NA,NA
163,So-RuUr01-01/18,NA,Point,38.22655693,-122.82712054,70.511,-27.647,SoMar,RuUr,2024-01-18,Petaluma Jr. High,7
162,So-FrLa11-1/18,NA,Point,38.2266311816667,-122.827109021667,71.109,-27.647,SoMar,FrLa,2024-01-18,Petaluma Jr. High,7
161,So-CoSe10,NA,Point,38.226674145,-122.827056908333,71.179,-27.647,SoMar,CoSe,NA,NA,NA
160,So-CoSe09,NA,Point,38.2266855083333,-122.827053248333,71.108,-27.647,SoMar,CoSe,NA,NA,NA
159,So-CoSe08,NA,Point,38.2266953466667,-122.827049351667,70.982,-27.647,SoMar,CoSe,NA,NA,NA
158,So-CoSe07,NA,Point,38.2267083516667,-122.827045725,70.797,-27.647,SoMar,CoSe,NA,NA,NA
157,So-CoSe06,NA,Point,38.22671436,-122.82704364,70.966,-27.647,SoMar,CoSe,NA,NA,NA
156,So-FrCa02-1/18,NA,Point,38.2267497916667,-122.827051381667,71.432,-27.647,SoMar,FrCa,2024-01-18,Petaluma Jr. High,7
155,So-QuAg29,NA,Point,38.2267815083333,-122.827074628333,71.599,-27.647,SoMar,QuAg,NA,NA,NA
154,So-FrCa01-1/18,NA,Point,38.2268085183333,-122.82704052,71.157,-27.647,SoMar,FrCa,2024-01-18,Petaluma Jr. High,7
153,So-SaSp26,NA,Point,38.226844945,-122.827018338333,71.097,-27.647,SoMar,SaSp,NA,NA,NA
152,So-SaSp25,NA,Point,38.226869325,-122.827011103333,71.241,-27.647,SoMar,SaSp,NA,NA,NA
151,So-QuAg28,NA,Point,38.2269180966667,-122.827030173333,71.914,-27.647,SoMar,QuAg,NA,NA,NA
150,So-SaSp24,NA,Point,38.22569331,-122.827565406667,69.03,-27.649,SoMar,SaSp,NA,NA,NA
149,So-SaSp23,NA,Point,38.2257012616667,-122.827576225,68.944,-27.649,SoMar,SaSp,NA,NA,NA
148,So-SaSp22,NA,Point,38.2257223716667,-122.82757552,68.985,-27.649,SoMar,SaSp,NA,NA,NA
147,So-QuAg27,NA,Point,38.22574794,-122.827605265,69.992,-27.649,SoMar,QuAg,NA,NA,NA
146,So-QuAg26,NA,Point,38.22567563,-122.827668675,70.108,-27.649,SoMar,QuAg,NA,NA,NA
145,So-FrLa10,NA,Point,38.2252349683333,-122.827980943333,68.389,-27.651,SoMar,FrLa,NA,NA,NA
144,So-FrLa09,NA,Point,38.2251931533333,-122.828011436667,68.099,-27.651,SoMar,FrLa,NA,NA,NA
143,So-SaSp21,NA,Point,38.2251487183333,-122.828057505,67.824,-27.651,SoMar,SaSp,NA,NA,NA
142,So-SaSp20,NA,Point,38.2251409683333,-122.828074463333,67.789,-27.651,SoMar,SaSp,NA,NA,NA
141,So-SaSp19,NA,Point,38.2251236683333,-122.828089903333,67.204,-27.651,SoMar,SaSp,NA,NA,NA
140,So-SaSp18,NA,Point,38.2251105216667,-122.828108071667,68.016,-27.651,SoMar,SaSp,NA,NA,NA
139,So-SaSp17,NA,Point,38.2250997766667,-122.828116871667,68.346,-27.651,SoMar,SaSp,NA,NA,NA
138,So-SaSp16,NA,Point,38.224925275,-122.82823197,67.669,-27.651,SoMar,SaSp,NA,NA,NA
137,So-SaSp15,NA,Point,38.2249059433333,-122.82822404,67.399,-27.651,SoMar,SaSp,NA,NA,NA
136,So-SaSp14,NA,Point,38.22489179,-122.828244526667,67.283,-27.651,SoMar,SaSp,NA,NA,NA
135,So-SaSp13,NA,Point,38.2248765566667,-122.828246843333,67.001,-27.651,SoMar,SaSp,NA,NA,NA
134,So-SaSp12,NA,Point,38.2248676483333,-122.828265728333,67.221,-27.651,SoMar,SaSp,NA,NA,NA
133,So-AeCa02,NA,Point,38.2244878666667,-122.828354738333,67.756,-27.652,SoMar,AeCa,NA,NA,NA
132,So-AeCa01,NA,Point,38.2245066466667,-122.828316556667,67.936,-27.652,SoMar,AeCa,NA,NA,NA
131,So-QuAg25,NA,Point,38.22456996,-122.828315506667,68.602,-27.652,SoMar,QuAg,NA,NA,NA
130,So-FrLa08,NA,Point,38.224777275,-122.82832413,67.9,-27.652,SoMar,FrLa,NA,NA,NA
129,So-FrLa07,NA,Point,38.224750475,-122.82835389,68.263,-27.652,SoMar,FrLa,NA,NA,NA
128,So-FrLa06,NA,Point,38.2247099466667,-122.828392083333,68.239,-27.652,SoMar,FrLa,NA,NA,NA
127,So-QuAg24,NA,Point,38.224494016666704,-122.828599366667,67.171,-27.652,SoMar,QuAg,NA,NA,NA
126,So-FrLa05,NA,Point,38.2249515066667,-122.82812456,68.169,-27.651,SoMar,FrLa,NA,NA,NA
125,So-FrLa04,NA,Point,38.2250843866667,-122.828037261667,67.779,-27.651,SoMar,FrLa,NA,NA,NA
124,So-FrLa03,NA,Point,38.22511075,-122.828008851667,68.072,-27.651,SoMar,FrLa,NA,NA,NA
123,So-FrLa02,NA,Point,38.2252955383333,-122.827824981667,68.949,-27.65,SoMar,FrLa,NA,NA,NA
122,So-FrLa01,NA,Point,38.2253191616667,-122.827807595,68.996,-27.65,SoMar,FrLa,NA,NA,NA
121,So-QuAg23,NA,Point,38.2257319866667,-122.82749481,69.778,-27.649,SoMar,QuAg,NA,NA,NA
