Number,Name,Description,GeometryType,Latitude,Longitude,Elevation,GeoidOffset,Site,Species,Planting Date,School,Grade
298,So-SaSp64,NA,Point,38.22782505,-122.826630793333,74.564,-27.645,SoMar,SaSp,NA,NA,NA
297,So-RuUr26-1/24,NA,Point,38.2278241066667,-122.826621335,74.752,-27.645,SoMar,RuUr,2024-01-24,Staff,Adult
296,So-AeCa20,NA,Point,38.2277239033333,-122.826691763333,74.254,-27.645,SoMar,AeCa,NA,NA,NA
295,So-AeCa18,NA,Point,38.227664605,-122.826751925,74.371,-27.645,SoMar,AeCa,NA,NA,NA
294,So-AeCa17,NA,Point,38.2275922283333,-122.826779523333,74.651,-27.645,SoMar,AeCa,NA,NA,NA
293,So-LoIn02-1/24,NA,Point,38.2275909916667,-122.826824706667,74.245,-27.645,SoMar,LoIn,2024-01-24,Staff,Adult
292,So-FrLa25-1/18,NA,Point,38.2271882866667,-122.826927176667,72.862,-27.646,SoMar,FrLa,2024-01-18,Petaluma Jr. High,7
291,So-FrLa24-1/18,NA,Point,38.2272165933333,-122.826985406667,73.103,-27.646,SoMar,FrLa,2024-01-18,Petaluma Jr. High,7
290,So-FrLa23-1/18,NA,Point,38.2272918333333,-122.826965141667,73.292,-27.646,SoMar,FrLa,2024-01-18,Petaluma Jr. High,7
289,So-RuUr25-1/18,NA,Point,38.2273480116667,-122.826980903333,73.711,-27.646,SoMar,RuUr,2024-01-18,Petaluma Jr. High,7
288,So-RuUr24-1/18,NA,Point,38.2273595583333,-122.826979601667,73.338,-27.646,SoMar,RuUr,2024-01-18,Petaluma Jr. High,7
287,So-RuUr23-1/18,NA,Point,38.2273898833333,-122.826980955,73.406,-27.646,SoMar,RuUr,2024-01-18,Petaluma Jr. High,7
286,So-RuUr22-1/18,NA,Point,38.2274179933333,-122.82698228,73.432,-27.646,SoMar,RuUr,2024-01-18,Petaluma Jr. High,7
285,So-LoIn01-1/24,NA,Point,38.2275582416667,-122.826833428333,73.474,-27.645,SoMar,LoIn,2024-01-24,Staff,Adult
284,So-CoSe12,NA,Point,38.227476665,-122.82690687,72.87,-27.646,SoMar,CoSe,NA,NA,NA
283,So-CoSe11,NA,Point,38.2274619583333,-122.82691342,72.928,-27.646,SoMar,CoSe,NA,NA,NA
282,So-QuAg38,NA,Point,38.2274317016667,-122.826848768333,73.425,-27.646,SoMar,QuAg,NA,NA,NA
281,So-FrLa22-1/18,NA,Point,38.2273513733333,-122.826905661667,72.834,-27.646,SoMar,FrLa,2024-01-18,Petaluma Jr. High,7
276,So-FrLa21-1/18,NA,Point,38.2271890516667,-122.826842301667,72.46,-27.646,SoMar,FrLa,2024-01-18,Petaluma Jr. High,7
275,So-FrLa20-1/18,NA,Point,38.227004185,-122.826904598333,71.544,-27.646,SoMar,FrLa,2024-01-18,Petaluma Jr. High,7
274,So-FrLa19-1/18,NA,Point,38.2269055833333,-122.826935216667,71.477,-27.647,SoMar,FrLa,2024-01-18,Petaluma Jr. High,7
273,So-QuAg37,NA,Point,38.22680509,-122.826940873333,71.464,-27.647,SoMar,QuAg,NA,NA,NA
272,So-FrLa18-1/18,NA,Point,38.22675859,-122.826991661667,71.231,-27.647,SoMar,FrLa,2024-01-18,Petaluma Jr. High,7
271,So-RoCa12-1/18,NA,Point,38.2267021783333,-122.826986915,71.348,-27.647,SoMar,RoCa,2024-01-18,Petaluma Jr. High,7
270,So-RoCa11-1/18,NA,Point,38.2266705183333,-122.82700362,71.414,-27.647,SoMar,RoCa,2024-01-18,Petaluma Jr. High,7
269,So-SaSp63,NA,Point,38.2266245666667,-122.82703779,71.662,-27.647,SoMar,SaSp,NA,NA,NA
268,So-SaSp62,NA,Point,38.2266139866667,-122.827043805,71.83,-27.647,SoMar,SaSp,NA,NA,NA
267,So-FrLa17-1/18,NA,Point,38.22654549,-122.827069625,70.293,-27.647,SoMar,FrLa,2024-01-18,Petaluma Jr. High,7
266,So-FrLa16-1/18,NA,Point,38.2264588266667,-122.827088963333,69.772,-27.648,SoMar,FrLa,2024-01-18,Petaluma Jr. High,7
265,So-SaSp61,NA,Point,38.2264070233333,-122.827128286667,69.87,-27.648,SoMar,SaSp,NA,NA,NA
264,So-SaSp60,NA,Point,38.2263893,-122.82712468,70.088,-27.648,SoMar,SaSp,NA,NA,NA
263,So-SaSp59,NA,Point,38.22637109,-122.827139861667,69.515,-27.648,SoMar,SaSp,NA,NA,NA
262,So-FrCa04-1/18,NA,Point,38.2263369766667,-122.827139425,69.919,-27.648,SoMar,FrCa,2024-01-18,Petaluma Jr. High,7
261,So-SaSp58,NA,Point,38.22628746,-122.827184935,69.962,-27.648,SoMar,SaSp,NA,NA,NA
260,So-SaSp57,NA,Point,38.2262787816667,-122.827191936667,70.075,-27.648,SoMar,SaSp,NA,NA,NA
259,So-RuUr21-1/18,NA,Point,38.226272925,-122.827191026667,70.327,-27.648,SoMar,RuUr,2024-01-18,Petaluma Jr. High,7
258,So-SaSp56,NA,Point,38.2262693666667,-122.82720345,70.336,-27.648,SoMar,SaSp,NA,NA,NA
257,So-SaSp55,NA,Point,38.22625931,-122.827210578333,70.333,-27.648,SoMar,SaSp,NA,NA,NA
256,So-SaSp54,NA,Point,38.226249165,-122.827223823333,70.18,-27.648,SoMar,SaSp,NA,NA,NA
255,So-SaSp53,NA,Point,38.2262494316667,-122.827239301667,70.308,-27.648,SoMar,SaSp,NA,NA,NA
254,So-RuUr20-1/18,NA,Point,38.2262472866667,-122.82720638,71.206,-27.648,SoMar,RuUr,2024-01-18,Petaluma Jr. High,7
253,So-AeCa16,NA,Point,38.2262253133333,-122.827188576667,70.516,-27.648,SoMar,AeCa,NA,NA,NA
252,So-AeCa15,NA,Point,38.2261867833333,-122.827264248333,69.799,-27.648,SoMar,AeCa,NA,NA,NA
251,So-AeCa14,NA,Point,38.2261419866667,-122.827232856667,70.069,-27.648,SoMar,AeCa,NA,NA,NA
250,So-AeCa13,NA,Point,38.2260896266667,-122.827277441667,70.233,-27.648,SoMar,AeCa,NA,NA,NA
249,So-SaSp52,NA,Point,38.22608688,-122.82732973,69.623,-27.648,SoMar,SaSp,NA,NA,NA
248,So-SaSp51,NA,Point,38.2260318266667,-122.827339548333,69.977,-27.649,SoMar,SaSp,NA,NA,NA
247,So-RuUr19-1/18,NA,Point,38.22603204,-122.827348161667,69.634,-27.649,SoMar,RuUr,2024-01-18,Petaluma Jr. High,7
246,So-SaSp50,NA,Point,38.2260321433333,-122.827359006667,69.64,-27.649,SoMar,SaSp,NA,NA,NA
245,So-RuUr18-1/18,NA,Point,38.226019425,-122.827374266667,70.614,-27.649,SoMar,RuUr,2024-01-18,Petaluma Jr. High,7
244,So-SaSp49,NA,Point,38.226026835,-122.827378193333,70.637,-27.649,SoMar,SaSp,NA,NA,NA
243,So-SaSp48,NA,Point,38.2260158,-122.827396353333,69.413,-27.649,SoMar,SaSp,NA,NA,NA
241,So-FrLa15-1/18,NA,Point,38.2259615616667,-122.827419828333,69.765,-27.649,SoMar,FrLa,2024-01-18,Petaluma Jr. High,7
240,So-RuUr17-1/18,NA,Point,38.2259768266667,-122.827080295,71.374,-27.648,SoMar,RuUr,2024-01-18,Petaluma Jr. High,7
239,So-QuAg36,NA,Point,38.226012345,-122.82707538,72.03,-27.648,SoMar,QuAg,NA,NA,NA
238,So-QuAg35,NA,Point,38.2260140866667,-122.826995681667,72.474,-27.648,SoMar,QuAg,NA,NA,NA
237,So-RoCa10-1/18,NA,Point,38.2259693616667,-122.827006641667,72.176,-27.648,SoMar,RoCa,2024-01-18,Petaluma Jr. High,7
236,So-AeCa12,NA,Point,38.2259612416667,-122.826966861667,72.288,-27.648,SoMar,AeCa,NA,NA,NA
235,So-RoCa09-1/18,NA,Point,38.225929685,-122.8269509,72.428,-27.648,SoMar,RoCa,2024-01-18,Petaluma Jr. High,7
234,So-AeCa11,NA,Point,38.2259740266667,-122.826906661667,72.81,-27.648,SoMar,AeCa,NA,NA,NA
233,So-AeCa10,NA,Point,38.225931315,-122.826900068333,72.835,-27.648,SoMar,AeCa,NA,NA,NA
232,So-AeCa09,NA,Point,38.22595838,-122.826841245,72.823,-27.648,SoMar,AeCa,NA,NA,NA
231,So-RoCa08-1/18,NA,Point,38.225919285,-122.826841308333,73.73,-27.648,SoMar,RoCa,2024-01-18,Petaluma Jr. High,7
230,So-AeCa08,NA,Point,38.2259289483333,-122.826800468333,74.08,-27.648,SoMar,AeCa,NA,NA,NA
229,So-QuAg34,NA,Point,38.2259343933333,-122.826718026667,74.909,-27.648,SoMar,QuAg,NA,NA,NA
228,So-RoCa07-1/18,NA,Point,38.2259075016667,-122.826756458333,74.494,-27.648,SoMar,RoCa,2024-01-18,Petaluma Jr. High,7
227,So-QuAg33,NA,Point,38.2258811066667,-122.826662496667,74.988,-27.648,SoMar,QuAg,NA,NA,NA
226,So-RoCa06-1/18,NA,Point,38.2258773283333,-122.826615188333,75.459,-27.648,SoMar,RoCa,2024-01-18,Petaluma Jr. High,7
225,So-RuUr16-1/18,NA,Point,38.2258420383333,-122.826637435,74.058,-27.648,SoMar,RuUr,2024-01-18,Petaluma Jr. High,7
224,So-RuUr15-1/18,NA,Point,38.2258373583333,-122.826619068333,74.628,-27.648,SoMar,RuUr,2024-01-18,Petaluma Jr. High,7
223,So-SaSp47,NA,Point,38.2258426383333,-122.826618938333,74.763,-27.648,SoMar,SaSp,NA,NA,NA
222,So-SaSp46,NA,Point,38.225836765,-122.826610218333,74.768,-27.648,SoMar,SaSp,NA,NA,NA
221,So-RuUr14-1/18,NA,Point,38.2258415683333,-122.826565473333,75.403,-27.648,SoMar,RuUr,2024-01-18,Petaluma Jr. High,7
220,So-RuUr13-1/18,NA,Point,38.2258371816667,-122.826544916667,75.086,-27.648,SoMar,RuUr,2024-01-18,Petaluma Jr. High,7
219,So-SaSp45,NA,Point,38.2258308433333,-122.826530795,75.344,-27.648,SoMar,SaSp,NA,NA,NA
218,So-SaSp44,NA,Point,38.2258232033333,-122.826529553333,75.499,-27.648,SoMar,SaSp,NA,NA,NA
217,So-RuUr12-1/18,NA,Point,38.2257833716667,-122.826452611667,75.48,-27.648,SoMar,RuUr,2024-01-18,Petaluma Jr. High,7
216,So-RuUr11-1/18,NA,Point,38.225771795,-122.82643428,75.606,-27.648,SoMar,RuUr,2024-01-18,Petaluma Jr. High,7
215,So-SaSp43,NA,Point,38.2257733033333,-122.826423486667,75.741,-27.648,SoMar,SaSp,NA,NA,NA
214,So-SaSp42,NA,Point,38.22576486,-122.82641189,76.334,-27.648,SoMar,SaSp,NA,NA,NA
213,So-RoCa05-1/18,NA,Point,38.2257848216667,-122.826393705,76.861,-27.648,SoMar,RoCa,2024-01-18,Petaluma Jr. High,7
212,So-UmCa10,NA,Point,38.225809825,-122.826421845,76.819,-27.648,SoMar,UmCa,NA,NA,NA
211,So-UmCa09,NA,Point,38.2258118483333,-122.826353363333,77.325,-27.648,SoMar,UmCa,NA,NA,NA
210,So-UmCa08,NA,Point,38.225770345,-122.826324691667,77.451,-27.648,SoMar,UmCa,NA,NA,NA
209,So-RoCa04-1/18,NA,Point,38.2257654316667,-122.826370146667,76.558,-27.648,SoMar,RoCa,2024-01-18,Petaluma Jr. High,7
208,So-RuUr10-1/18,NA,Point,38.22574575,-122.826362286667,76.4,-27.648,SoMar,RuUr,2024-01-18,Petaluma Jr. High,7
207,So-SaSp41,NA,Point,38.2257476883333,-122.826347895,76.581,-27.648,SoMar,SaSp,NA,NA,NA
206,So-RuUr09-1/18,NA,Point,38.225727905,-122.82632146,75.964,-27.648,SoMar,RuUr,2024-01-18,Petaluma Jr. High,7
205,So-SaSp40,NA,Point,38.2257266183333,-122.826314268333,76.245,-27.648,SoMar,SaSp,NA,NA,NA
204,So-RuUr08-1/18,NA,Point,38.2257101716667,-122.826277311667,76.393,-27.648,SoMar,RuUr,2024-01-18,Petaluma Jr. High,7
203,So-SaSp39,NA,Point,38.22571181,-122.826251145,76.937,-27.648,SoMar,SaSp,NA,NA,NA
202,So-RuUr07-1/18,NA,Point,38.2257083016667,-122.826247376667,76.698,-27.648,SoMar,RuUr,2024-01-18,Petaluma Jr. High,7
201,So-UmCa06,NA,Point,38.22574874,-122.82626486,77.693,-27.648,SoMar,UmCa,NA,NA,NA
200,So-UmCa05,NA,Point,38.2257905483333,-122.82625043,77.8,-27.648,SoMar,UmCa,NA,NA,NA
199,So-UmCa04,NA,Point,38.2257543016667,-122.826201686667,78.098,-27.648,SoMar,UmCa,NA,NA,NA
198,So-AeCa07,NA,Point,38.225734595,-122.826080881667,79.162,-27.648,SoMar,AeCa,NA,NA,NA
197,So-SaSp38,NA,Point,38.2256825483333,-122.826046838333,79.484,-27.648,SoMar,SaSp,NA,NA,NA
196,So-RoCa03-1/18,NA,Point,38.2257002483333,-122.826009803333,79.749,-27.648,SoMar,RoCa,2024-01-18,Petaluma Jr. High,7
195,So-AeCa06,NA,Point,38.2256972916667,-122.825971538333,80.233,-27.648,SoMar,AeCa,NA,NA,NA
194,So-RoCa02-1/18,NA,Point,38.2256267183333,-122.825997698333,80.444,-27.648,SoMar,RoCa,2024-01-18,Petaluma Jr. High,7
193,So-AeCa05,NA,Point,38.22563953,-122.826088455,79.616,-27.648,SoMar,AeCa,NA,NA,NA
192,So-RoCa01-1/18,NA,Point,38.2256654266667,-122.826135235,78.225,-27.648,SoMar,RoCa,2024-01-18,Petaluma Jr. High,7
191,So-RuUr06-1/18,NA,Point,38.22588183,-122.826929033333,72.119,-27.648,SoMar,RuUr,2024-01-18,Petaluma Jr. High,7
190,So-SaSp37,NA,Point,38.2258792383333,-122.826939735,72.25,-27.648,SoMar,SaSp,NA,NA,NA
189,So-RuUr05-1/18,NA,Point,38.22589126,-122.826958668333,72.266,-27.648,SoMar,RuUr,2024-01-18,Petaluma Jr. High,7
188,So-SaSp36,NA,Point,38.2259133466667,-122.827002225,72.35,-27.648,SoMar,SaSp,NA,NA,NA
187,So-RuUr04-1/18,NA,Point,38.225913975,-122.827013718333,71.75,-27.648,SoMar,RuUr,2024-01-18,Petaluma Jr. High,7
186,So-SaSp35,NA,Point,38.2259429183333,-122.82706423,71.122,-27.648,SoMar,SaSp,NA,NA,NA
185,So-RuUr03-1/18,NA,Point,38.2259406833333,-122.82707642,71.497,-27.648,SoMar,RuUr,2024-01-18,Petaluma Jr. High,7
184,So-SeSe03-1/17,NA,Point,38.225910735,-122.827082163333,71.683,-27.648,SoMar,SeSe,2024-01-17,Petaluma Jr. High,7
183,So-SeSe02-1/17,NA,Point,38.22594272,-122.827162191667,71.334,-27.648,SoMar,SeSe,2024-01-17,Petaluma Jr. High,7
182,So-SeSe01-1/17,NA,Point,38.225904785,-122.827207516667,70.958,-27.649,SoMar,SeSe,2024-01-17,Petaluma Jr. High,7
181,So-QuAg32,NA,Point,38.22580737,-122.827476718333,69.831,-27.649,SoMar,QuAg,NA,NA,NA
180,So-QuAg31,NA,Point,38.2258592016667,-122.82744138,70.233,-27.649,SoMar,QuAg,NA,NA,NA
179,So-QuAg30,NA,Point,38.2258319616667,-122.827593083333,70.055,-27.649,SoMar,QuAg,NA,NA,NA
178,So-FrLa14-1/18,NA,Point,38.2259024033333,-122.827532381667,69.794,-27.649,SoMar,FrLa,2024-01-18,Petaluma Jr. High,7
177,So-SaSp34,NA,Point,38.2260318033333,-122.827449411667,69.792,-27.649,SoMar,SaSp,NA,NA,NA
176,So-SaSp33,NA,Point,38.226047405,-122.827427481667,69.641,-27.649,SoMar,SaSp,NA,NA,NA
175,So-FrLa13-1/18,NA,Point,38.2260999183333,-122.82739125,69.629,-27.648,SoMar,FrLa,2024-01-18,Petaluma Jr. High,7
174,So-SaSp32,NA,Point,38.2261585083333,-122.827362915,70.281,-27.648,SoMar,SaSp,NA,NA,NA
173,So-SaSp31,NA,Point,38.2261717016667,-122.827368283333,70.226,-27.648,SoMar,SaSp,NA,NA,NA
172,So-SaSp30,NA,Point,38.2261921466667,-122.827369426667,70.525,-27.648,SoMar,SaSp,NA,NA,NA
171,So-SaSp29,NA,Point,38.2262106433333,-122.827356765,70.589,-27.648,SoMar,SaSp,NA,NA,NA
170,So-AeCa04,NA,Point,38.2262743066667,-122.827311623333,70.129,-27.648,SoMar,AeCa,NA,NA,NA
169,So-AeCa03,NA,Point,38.2263078933333,-122.827266706667,70.618,-27.648,SoMar,AeCa,NA,NA,NA
168,So-FrCa03-01/18,NA,Point,38.2263633066667,-122.827215798333,70.756,-27.648,SoMar,FrCa,2024-01-18,Petaluma Jr. High,7
167,So-FrLa12-1/18,NA,Point,38.226423715,-122.827178583333,71.137,-27.648,SoMar,FrLa,2024-01-18,Petaluma Jr. High,7
166,So-SaSp28,NA,Point,38.226528865,-122.827120325,71.525,-27.647,SoMar,SaSp,NA,NA,NA
